Tweet_count,Username,Text,Created At,Retweets,Likes,is_quote_status,quote_count,reply_count,view_count,hashtags,following_count,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,Sentimiento_Predicho,predicted_keyword 
5113,Madni Aghadi,the iphone 16 is coming soon it will be apples biggest release with ios 18 10 features you cant miss: https:tcoxompwfrwok,2024-08-22 14:29:36+00:00,16462,206631,False,5885,3385,73704442.0,[],236,False,True,False,False,True,False,False,False,False,False,False,Positive,
5114,highsnobiety,apple debuts new iphone 16 with a dedicated camera button appleevent https:tcoueuvkaaijp,2024-09-09 17:48:48+00:00,220,1700,False,98,64,897432.0,['AppleEvent'],519,False,True,False,False,True,False,False,False,False,False,False,Negative,apple
5115,Elvyn Wilzy,new product apple 16 iphone 16 iphone 16 pro iphone 16 pro max https:tco6ogf1rnqdl,2024-09-13 06:08:16+00:00,11,261,False,0,0,30156.0,[],462,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5116,Mukul Sharma,iphone 16 has a 48mp main camera appleevent iphone16 https:tconfe4pkobux,2024-09-09 18:00:59+00:00,147,411,False,3,31,27066.0,"['AppleEvent', 'iPhone16']",331,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5117,Dexerto,iphone 16 owners are having trouble using the device on a flat surface due to the large camera bump https:tco5kwizmadvp,2024-09-18 20:00:00+00:00,349,20501,False,650,1391,2817285.0,[],891,False,False,False,True,False,False,False,False,False,False,False,Neutral,iphone
5118,Anthony,iphone 16 a18 bionic 61 inch 60hz oled display 48mp main amp 12mp ultrawide action button 3561mah battery with 20w charging 8gb ram 128256512gb storage expected price of 799 https:tco7cabkgj9db,2024-09-04 05:48:08+00:00,26,319,False,7,33,23262.0,[],121,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5119,Counterpoint Research,apple q4 2024 earnings record revenue but shifting market dynamics services grew 14 yoy hitting a record high while product revenues rose 2 iphone sales declined 1 yoy but a higher pro mix pushed asps to an alltime high mac 16 yoy and ipad 15 yoy https:tconsy4ovkjlu,2025-01-31 13:30:51+00:00,4,5,False,0,0,1005.0,"['Services', 'iPhone', 'Mac', 'iPad', 'Wearables', 'Apple', 'AI', 'premium', 'strategy', 'AppleIntelligence', 'smartphones', 'Earnings', 'technology', 'research', 'insights', 'Apple']",48,False,False,False,False,True,False,False,False,False,False,False,Positive,earnings
5120,SHIB POSSESSOR,500 xrp or new iphone 16 pro https:tcogucjuw8gap,2025-01-31 19:58:45+00:00,0,8,False,0,5,833.0,[],7155,False,False,False,False,False,False,False,False,False,False,False,Positive,
5121,iJustine,here it is the new iphone 16 and weve got a really nice pink color its got a new action and camera control button to slide your finger to control features appleevent https:tcoh6u26k7tzl,2024-09-09 17:45:39+00:00,1083,10750,False,322,461,1229134.0,['AppleEvent'],3086,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5122,Alamin,the iphone 16 is launching soon it will be apples biggest upgrade here are 7 features you cant believe https:tcowuzdifmtcs,2024-08-18 16:02:37+00:00,3161,32533,False,711,1063,24573109.0,[],1099,False,True,False,False,True,False,False,False,False,False,False,Positive,iphone
5123,Apple Hub,the iphone 16 and iphone 16 plus still feature a 60hz display does this matter to you https:tcogqqy5hrtti,2024-10-05 07:33:42+00:00,352,8835,False,101,762,718263.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Positive,60
5124,Benzinga,apples latest earnings report is making waves heres what analysts are saying: betterthanexpected results: despite concerns over iphone and china analysts are optimistic about apples future key highlights: strong growth in services ai potential and iphone 16 https:tcoyirm7tdewy,2025-01-31 22:14:00+00:00,2,8,False,0,1,6545.0,[],2825,False,True,False,False,True,False,True,False,False,False,False,Positive,analysts
5125,𝑴𝒂𝒌𝒂𝒗𝒆𝒍𝒊 ,used iphone 16 available 128gb2400000 battery100 exchange allowed https:tco1qdqm66xk1,2024-09-12 05:53:47+00:00,92,685,False,41,192,74994.0,[],851,False,False,False,False,False,False,False,False,False,False,False,Negative,1
5126,Arun Maini,iphone 16 is official apparently designed from the ground up for apple intelligence appleevent https:tcom1nir6obbi,2024-09-09 17:44:08+00:00,88,3639,False,8,63,161905.0,['AppleEvent'],442,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5127,شیخ,apple is planning to introduced iphone 16 in september 2024 with improved featuresthe rumors features are :larger 63 and 69 sizes for pro new capture button action button for all iphone 16 models faster aseries chip vertical camera buttons for standard models https:tcogrmexrnqvo,2024-04-08 10:47:39+00:00,96,201,False,0,77,5641.0,[],7053,False,True,False,False,False,False,False,False,False,False,False,Negative,iphone
5128,Apple Hub,iphone 1616 plus rumors so far same 61 and 67 sizes 60hz display action button new capture button a18 chip 8gb ram vertical camera layout wifi 6e exclusive ondevice ai features would you buy one https:tcocxfronta0k,2024-02-09 16:31:06+00:00,365,5110,False,135,358,542270.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Neutral,iphone
5129,Marques Brownlee,iphone 16 new colors with aluminum finish action button new 3nm a18 chip with 2x faster neural engine camera control capacitive slider https:tconqn7ah6wsz,2024-09-09 17:47:23+00:00,3479,61041,False,1345,1353,7320764.0,[],481,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5130,Dom Lucre | Breaker of Narratives,breaking: apple has announced the iphone 16 sizes: 61 and 67 plus new ultra marine teal and pink colors apple a18 chip apple intelligence focused claim 30 faster than iphone 15 action button now on iphone 16 new camera control button https:tcorzlzcwi0og,2024-09-09 18:15:44+00:00,88,645,False,12,230,245972.0,[],2410,False,False,False,False,False,False,False,False,False,False,False,Positive,iphone
5131,𝗩 𝗠 𝗧 ッ,no iphone lover will pass without like this post iphone16 camera control apple intelligence a18 chipset 61 amp 67 for plus model customisable action button https:tcombjeqwuwrn,2024-09-10 02:21:48+00:00,13,178,False,3,97,186960.0,['iPhone16'],1922,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5132,Madni Aghadi,the iphone 16 is coming soon it will be apples biggest release with ios 18 10 features you cant miss: https:tcoxompwfrwok,2024-08-22 14:29:36+00:00,16462,206631,False,5885,3385,73704442.0,[],236,False,True,False,False,True,False,False,False,False,False,False,Positive,
5133,highsnobiety,apple debuts new iphone 16 with a dedicated camera button appleevent https:tcoueuvkaaijp,2024-09-09 17:48:48+00:00,220,1700,False,98,64,897432.0,['AppleEvent'],519,False,True,False,False,True,False,False,False,False,False,False,Negative,apple
5134,Elvyn Wilzy,new product apple 16 iphone 16 iphone 16 pro iphone 16 pro max https:tco6ogf1rnqdl,2024-09-13 06:08:16+00:00,11,261,False,0,0,30156.0,[],462,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5135,Mukul Sharma,iphone 16 has a 48mp main camera appleevent iphone16 https:tconfe4pkobux,2024-09-09 18:00:59+00:00,147,411,False,3,31,27066.0,"['AppleEvent', 'iPhone16']",331,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5136,Dexerto,iphone 16 owners are having trouble using the device on a flat surface due to the large camera bump https:tco5kwizmadvp,2024-09-18 20:00:00+00:00,349,20501,False,650,1391,2817285.0,[],891,False,False,False,True,False,False,False,False,False,False,False,Neutral,iphone
5137,Anthony,iphone 16 a18 bionic 61 inch 60hz oled display 48mp main amp 12mp ultrawide action button 3561mah battery with 20w charging 8gb ram 128256512gb storage expected price of 799 https:tco7cabkgj9db,2024-09-04 05:48:08+00:00,26,319,False,7,33,23262.0,[],121,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5138,Counterpoint Research,apple q4 2024 earnings record revenue but shifting market dynamics services grew 14 yoy hitting a record high while product revenues rose 2 iphone sales declined 1 yoy but a higher pro mix pushed asps to an alltime high mac 16 yoy and ipad 15 yoy https:tconsy4ovkjlu,2025-01-31 13:30:51+00:00,4,5,False,0,0,1005.0,"['Services', 'iPhone', 'Mac', 'iPad', 'Wearables', 'Apple', 'AI', 'premium', 'strategy', 'AppleIntelligence', 'smartphones', 'Earnings', 'technology', 'research', 'insights', 'Apple']",48,False,False,False,False,True,False,False,False,False,False,False,Positive,earnings
5139,SHIB POSSESSOR,500 xrp or new iphone 16 pro https:tcogucjuw8gap,2025-01-31 19:58:45+00:00,0,8,False,0,5,833.0,[],7155,False,False,False,False,False,False,False,False,False,False,False,Positive,
5140,iJustine,here it is the new iphone 16 and weve got a really nice pink color its got a new action and camera control button to slide your finger to control features appleevent https:tcoh6u26k7tzl,2024-09-09 17:45:39+00:00,1083,10750,False,322,461,1229134.0,['AppleEvent'],3086,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5141,Alamin,the iphone 16 is launching soon it will be apples biggest upgrade here are 7 features you cant believe https:tcowuzdifmtcs,2024-08-18 16:02:37+00:00,3161,32533,False,711,1063,24573109.0,[],1099,False,True,False,False,True,False,False,False,False,False,False,Positive,iphone
5142,Apple Hub,the iphone 16 and iphone 16 plus still feature a 60hz display does this matter to you https:tcogqqy5hrtti,2024-10-05 07:33:42+00:00,352,8835,False,101,762,718263.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Positive,60
5143,Benzinga,apples latest earnings report is making waves heres what analysts are saying: betterthanexpected results: despite concerns over iphone and china analysts are optimistic about apples future key highlights: strong growth in services ai potential and iphone 16 https:tcoyirm7tdewy,2025-01-31 22:14:00+00:00,2,8,False,0,1,6545.0,[],2825,False,True,False,False,True,False,True,False,False,False,False,Positive,analysts
5144,𝑴𝒂𝒌𝒂𝒗𝒆𝒍𝒊 ,used iphone 16 available 128gb2400000 battery100 exchange allowed https:tco1qdqm66xk1,2024-09-12 05:53:47+00:00,92,685,False,41,192,74994.0,[],851,False,False,False,False,False,False,False,False,False,False,False,Negative,1
5145,Arun Maini,iphone 16 is official apparently designed from the ground up for apple intelligence appleevent https:tcom1nir6obbi,2024-09-09 17:44:08+00:00,88,3639,False,8,63,161905.0,['AppleEvent'],442,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5146,شیخ,apple is planning to introduced iphone 16 in september 2024 with improved featuresthe rumors features are :larger 63 and 69 sizes for pro new capture button action button for all iphone 16 models faster aseries chip vertical camera buttons for standard models https:tcogrmexrnqvo,2024-04-08 10:47:39+00:00,96,201,False,0,77,5641.0,[],7053,False,True,False,False,False,False,False,False,False,False,False,Negative,iphone
5147,Apple Hub,iphone 1616 plus rumors so far same 61 and 67 sizes 60hz display action button new capture button a18 chip 8gb ram vertical camera layout wifi 6e exclusive ondevice ai features would you buy one https:tcocxfronta0k,2024-02-09 16:31:06+00:00,365,5110,False,135,358,542270.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Neutral,iphone
5148,Marques Brownlee,iphone 16 new colors with aluminum finish action button new 3nm a18 chip with 2x faster neural engine camera control capacitive slider https:tconqn7ah6wsz,2024-09-09 17:47:23+00:00,3479,61041,False,1345,1353,7320764.0,[],481,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5149,Dom Lucre | Breaker of Narratives,breaking: apple has announced the iphone 16 sizes: 61 and 67 plus new ultra marine teal and pink colors apple a18 chip apple intelligence focused claim 30 faster than iphone 15 action button now on iphone 16 new camera control button https:tcorzlzcwi0og,2024-09-09 18:15:44+00:00,88,645,False,12,230,245972.0,[],2410,False,False,False,False,False,False,False,False,False,False,False,Positive,iphone
5150,Dexerto,iphone 16 owners are having trouble using the device on a flat surface due to the large camera bump https:tco5kwizmadvp,2024-09-18 20:00:00+00:00,349,20501,False,650,1391,2817286.0,[],891,False,False,False,True,False,False,False,False,False,False,False,Neutral,iphone
5151,Madni Aghadi,the iphone 16 is coming soon it will be apples biggest release with ios 18 10 features you cant miss: https:tcoxompwfrwok,2024-08-22 14:29:36+00:00,16459,206625,False,5885,3385,73704442.0,[],236,False,True,False,False,True,False,False,False,False,False,False,Positive,
5152,SHIB POSSESSOR,500 xrp or new iphone 16 pro https:tcogucjuw8gap,2025-01-31 19:58:45+00:00,0,8,False,0,5,833.0,[],7155,False,False,False,False,False,False,False,False,False,False,False,Positive,
5153,highsnobiety,apple debuts new iphone 16 with a dedicated camera button appleevent https:tcoueuvkaaijp,2024-09-09 17:48:48+00:00,220,1700,False,98,64,897432.0,['AppleEvent'],519,False,True,False,False,True,False,False,False,False,False,False,Negative,apple
5154,Elvyn Wilzy,new product apple 16 iphone 16 iphone 16 pro iphone 16 pro max https:tco6ogf1rnqdl,2024-09-13 06:08:16+00:00,11,261,False,0,0,30157.0,[],462,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5155,Mukul Sharma,iphone 16 has a 48mp main camera appleevent iphone16 https:tconfe4pkobux,2024-09-09 18:00:59+00:00,147,411,False,3,31,27066.0,"['AppleEvent', 'iPhone16']",331,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5156,𝗩 𝗠 𝗧 ッ,no iphone lover will pass without like this post iphone16 camera control apple intelligence a18 chipset 61 amp 67 for plus model customisable action button https:tcombjeqwuwrn,2024-09-10 02:21:48+00:00,13,178,False,3,97,186962.0,['iPhone16'],1922,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5157,Counterpoint Research,apple q4 2024 earnings record revenue but shifting market dynamics services grew 14 yoy hitting a record high while product revenues rose 2 iphone sales declined 1 yoy but a higher pro mix pushed asps to an alltime high mac 16 yoy and ipad 15 yoy https:tconsy4ovkjlu,2025-01-31 13:30:51+00:00,4,5,False,0,0,1005.0,"['Services', 'iPhone', 'Mac', 'iPad', 'Wearables', 'Apple', 'AI', 'premium', 'strategy', 'AppleIntelligence', 'smartphones', 'Earnings', 'technology', 'research', 'insights', 'Apple']",48,False,False,False,False,True,False,False,False,False,False,False,Positive,earnings
5158,Benzinga,apples latest earnings report is making waves heres what analysts are saying: betterthanexpected results: despite concerns over iphone and china analysts are optimistic about apples future key highlights: strong growth in services ai potential and iphone 16 https:tcoyirm7tdewy,2025-01-31 22:14:00+00:00,2,8,False,0,1,6545.0,[],2825,False,True,False,False,True,False,True,False,False,False,False,Positive,analysts
5159,iJustine,here it is the new iphone 16 and weve got a really nice pink color its got a new action and camera control button to slide your finger to control features appleevent https:tcoh6u26k7tzl,2024-09-09 17:45:39+00:00,1083,10752,False,322,461,1229134.0,['AppleEvent'],3086,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5160,Alamin,the iphone 16 is launching soon it will be apples biggest upgrade here are 7 features you cant believe https:tcowuzdifmtcs,2024-08-18 16:02:37+00:00,3161,32532,False,711,1063,24573110.0,[],1099,False,True,False,False,True,False,False,False,False,False,False,Positive,iphone
5161,Anthony,iphone 16 a17 pro or a18 61 inch 60hz oled display 48mp main amp 12mp ultrawide action button 3561mah battery 8gb ram expected price of 799 https:tcog8trkwyosa,2024-06-30 21:09:43+00:00,178,3014,False,74,260,309846.0,[],121,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5162,𝑴𝒂𝒌𝒂𝒗𝒆𝒍𝒊 ,used iphone 16 available 128gb2400000 battery100 exchange allowed https:tco1qdqm66xk1,2024-09-12 05:53:47+00:00,92,685,False,41,192,74995.0,[],851,False,False,False,False,False,False,False,False,False,False,False,Negative,1
5163,Apple Hub,the iphone 16 and iphone 16 plus still feature a 60hz display does this matter to you https:tcogqqy5hrtti,2024-10-05 07:33:42+00:00,353,8836,False,101,762,718264.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Positive,60
5164,kamran Hassan,apple just launched iphone 16 it is the apples biggest upgrade here are 15 features you cant miss: https:tcodyflkboro0,2024-09-10 06:59:36+00:00,3731,28184,False,400,451,6996100.0,[],993,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5165,Apple Hub,iphone 1616 plus rumors so far same 61 and 67 sizes 60hz display action button new capture button a18 chip 8gb ram vertical camera layout wifi 6e exclusive ondevice ai features would you buy one https:tcocxfronta0k,2024-02-09 16:31:06+00:00,365,5111,False,135,358,542271.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Neutral,iphone
5166,Mukul Sharma,if you were to buy one which one would you get for yourself a galaxy s25 ultra b vivo x200 pro c oppo find x8 pro d iphone 16 pro max https:tcobjhstagzcx,2025-01-31 14:30:00+00:00,694,2303,False,62,1389,139825.0,[],331,False,True,False,False,False,False,False,False,False,False,False,Positive,iphone
5167,Mario Nawfal,apple announces iphone 16 sizes: 61 and 67 plus new colors: ultra marine teal and pink powered by apple a18 chip boasting a 30 speed increase over iphone 15 new action button added introducing a camera control button source: apple https:tcoy2wgfshtaz,2024-09-09 19:21:30+00:00,70,672,False,13,138,259763.0,[],45774,False,False,False,False,True,False,False,False,False,False,False,Negative,iphone
5168,شیخ,apple is planning to introduced iphone 16 in september 2024 with improved featuresthe rumors features are :larger 63 and 69 sizes for pro new capture button action button for all iphone 16 models faster aseries chip vertical camera buttons for standard models https:tcogrmexrnqvo,2024-04-08 10:47:39+00:00,96,201,False,0,77,5642.0,[],7053,False,True,False,False,False,False,False,False,False,False,False,Negative,iphone
5169,Mukul Sharma,if you were to buy one which one would you get for yourself a galaxy s25 ultra b vivo x200 pro c oppo find x8 pro d iphone 16 pro max https:tcobjhstagzcx,2025-01-31 14:30:00+00:00,694,2303,False,62,1389,139825.0,[],331,False,True,False,False,False,False,False,False,False,False,False,Positive,iphone
5170,Dexerto,iphone 16 owners are having trouble using the device on a flat surface due to the large camera bump https:tco5kwizmadvp,2024-09-18 20:00:00+00:00,349,20501,False,650,1391,2817286.0,[],891,False,False,False,True,False,False,False,False,False,False,False,Neutral,iphone
5171,Madni Aghadi,the iphone 16 is coming soon it will be apples biggest release with ios 18 10 features you cant miss: https:tcoxompwfrwok,2024-08-22 14:29:36+00:00,16459,206625,False,5885,3385,73704442.0,[],236,False,True,False,False,True,False,False,False,False,False,False,Positive,
5172,SHIB POSSESSOR,500 xrp or new iphone 16 pro https:tcogucjuw8gap,2025-01-31 19:58:45+00:00,0,8,False,0,5,833.0,[],7155,False,False,False,False,False,False,False,False,False,False,False,Positive,
5173,highsnobiety,apple debuts new iphone 16 with a dedicated camera button appleevent https:tcoueuvkaaijp,2024-09-09 17:48:48+00:00,220,1700,False,98,64,897432.0,['AppleEvent'],519,False,True,False,False,True,False,False,False,False,False,False,Negative,apple
5174,Elvyn Wilzy,new product apple 16 iphone 16 iphone 16 pro iphone 16 pro max https:tco6ogf1rnqdl,2024-09-13 06:08:16+00:00,11,261,False,0,0,30157.0,[],462,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5175,Mukul Sharma,iphone 16 has a 48mp main camera appleevent iphone16 https:tconfe4pkobux,2024-09-09 18:00:59+00:00,147,411,False,3,31,27066.0,"['AppleEvent', 'iPhone16']",331,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5176,𝗩 𝗠 𝗧 ッ,no iphone lover will pass without like this post iphone16 camera control apple intelligence a18 chipset 61 amp 67 for plus model customisable action button https:tcombjeqwuwrn,2024-09-10 02:21:48+00:00,13,178,False,3,97,186962.0,['iPhone16'],1922,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5177,Counterpoint Research,apple q4 2024 earnings record revenue but shifting market dynamics services grew 14 yoy hitting a record high while product revenues rose 2 iphone sales declined 1 yoy but a higher pro mix pushed asps to an alltime high mac 16 yoy and ipad 15 yoy https:tconsy4ovkjlu,2025-01-31 13:30:51+00:00,4,5,False,0,0,1005.0,"['Services', 'iPhone', 'Mac', 'iPad', 'Wearables', 'Apple', 'AI', 'premium', 'strategy', 'AppleIntelligence', 'smartphones', 'Earnings', 'technology', 'research', 'insights', 'Apple']",48,False,False,False,False,True,False,False,False,False,False,False,Positive,earnings
5178,Benzinga,apples latest earnings report is making waves heres what analysts are saying: betterthanexpected results: despite concerns over iphone and china analysts are optimistic about apples future key highlights: strong growth in services ai potential and iphone 16 https:tcoyirm7tdewy,2025-01-31 22:14:00+00:00,2,8,False,0,1,6545.0,[],2825,False,True,False,False,True,False,True,False,False,False,False,Positive,analysts
5179,iJustine,here it is the new iphone 16 and weve got a really nice pink color its got a new action and camera control button to slide your finger to control features appleevent https:tcoh6u26k7tzl,2024-09-09 17:45:39+00:00,1083,10752,False,322,461,1229134.0,['AppleEvent'],3086,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5180,Alamin,the iphone 16 is launching soon it will be apples biggest upgrade here are 7 features you cant believe https:tcowuzdifmtcs,2024-08-18 16:02:37+00:00,3161,32532,False,711,1063,24573110.0,[],1099,False,True,False,False,True,False,False,False,False,False,False,Positive,iphone
5181,𝑴𝒂𝒌𝒂𝒗𝒆𝒍𝒊 ,used iphone 16 available 128gb2400000 battery100 exchange allowed https:tco1qdqm66xk1,2024-09-12 05:53:47+00:00,92,685,False,41,192,74995.0,[],851,False,False,False,False,False,False,False,False,False,False,False,Negative,1
5182,Anthony,iphone 16 a17 pro or a18 61 inch 60hz oled display 48mp main amp 12mp ultrawide action button 3561mah battery 8gb ram expected price of 799 https:tcog8trkwyosa,2024-06-30 21:09:43+00:00,178,3014,False,74,260,309846.0,[],121,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5183,Apple Hub,the new iphone 16 and iphone 16 plus start at 799 and 899 with 128gb base storage https:tcob5q4k6zm5y,2024-09-09 18:12:10+00:00,451,3823,False,102,123,353148.0,[],152,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5184,Apple Hub,the iphone 16 and iphone 16 plus still feature a 60hz display does this matter to you https:tcogqqy5hrtti,2024-10-05 07:33:42+00:00,353,8836,False,101,762,718264.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Positive,60
5185,kamran Hassan,apple just launched iphone 16 it is the apples biggest upgrade here are 15 features you cant miss: https:tcodyflkboro0,2024-09-10 06:59:36+00:00,3731,28184,False,400,451,6996100.0,[],993,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5186,Apple Hub,iphone 1616 plus rumors so far same 61 and 67 sizes 60hz display action button new capture button a18 chip 8gb ram vertical camera layout wifi 6e exclusive ondevice ai features would you buy one https:tcocxfronta0k,2024-02-09 16:31:06+00:00,365,5111,False,135,358,542271.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Neutral,iphone
5187,Mario Nawfal,apple announces iphone 16 sizes: 61 and 67 plus new colors: ultra marine teal and pink powered by apple a18 chip boasting a 30 speed increase over iphone 15 new action button added introducing a camera control button source: apple https:tcoy2wgfshtaz,2024-09-09 19:21:30+00:00,70,672,False,13,138,259763.0,[],45774,False,False,False,False,True,False,False,False,False,False,False,Negative,iphone
5188,𝗩 𝗠 𝗧 ッ,no iphone lover will pass without like this post iphone16 camera control apple intelligence a18 chipset 61 amp 67 for plus model customisable action button https:tcombjeqwuwrn,2024-09-10 02:21:48+00:00,13,178,False,3,97,186960.0,['iPhone16'],1922,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5189,Madni Aghadi,the iphone 16 is coming soon it will be apples biggest release with ios 18 10 features you cant miss: https:tcoxompwfrwok,2024-08-22 14:29:36+00:00,16462,206631,False,5885,3385,73704442.0,[],236,False,True,False,False,True,False,False,False,False,False,False,Positive,
5190,highsnobiety,apple debuts new iphone 16 with a dedicated camera button appleevent https:tcoueuvkaaijp,2024-09-09 17:48:48+00:00,220,1700,False,98,64,897432.0,['AppleEvent'],519,False,True,False,False,True,False,False,False,False,False,False,Negative,apple
5191,Elvyn Wilzy,new product apple 16 iphone 16 iphone 16 pro iphone 16 pro max https:tco6ogf1rnqdl,2024-09-13 06:08:16+00:00,11,261,False,0,0,30156.0,[],462,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5192,Mukul Sharma,iphone 16 has a 48mp main camera appleevent iphone16 https:tconfe4pkobux,2024-09-09 18:00:59+00:00,147,411,False,3,31,27066.0,"['AppleEvent', 'iPhone16']",331,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5193,Dexerto,iphone 16 owners are having trouble using the device on a flat surface due to the large camera bump https:tco5kwizmadvp,2024-09-18 20:00:00+00:00,349,20501,False,650,1391,2817285.0,[],891,False,False,False,True,False,False,False,False,False,False,False,Neutral,iphone
5194,Anthony,iphone 16 a18 bionic 61 inch 60hz oled display 48mp main amp 12mp ultrawide action button 3561mah battery with 20w charging 8gb ram 128256512gb storage expected price of 799 https:tco7cabkgj9db,2024-09-04 05:48:08+00:00,26,319,False,7,33,23262.0,[],121,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5195,Counterpoint Research,apple q4 2024 earnings record revenue but shifting market dynamics services grew 14 yoy hitting a record high while product revenues rose 2 iphone sales declined 1 yoy but a higher pro mix pushed asps to an alltime high mac 16 yoy and ipad 15 yoy https:tconsy4ovkjlu,2025-01-31 13:30:51+00:00,4,5,False,0,0,1005.0,"['Services', 'iPhone', 'Mac', 'iPad', 'Wearables', 'Apple', 'AI', 'premium', 'strategy', 'AppleIntelligence', 'smartphones', 'Earnings', 'technology', 'research', 'insights', 'Apple']",48,False,False,False,False,True,False,False,False,False,False,False,Positive,earnings
5196,SHIB POSSESSOR,500 xrp or new iphone 16 pro https:tcogucjuw8gap,2025-01-31 19:58:45+00:00,0,8,False,0,5,833.0,[],7155,False,False,False,False,False,False,False,False,False,False,False,Positive,
5197,iJustine,here it is the new iphone 16 and weve got a really nice pink color its got a new action and camera control button to slide your finger to control features appleevent https:tcoh6u26k7tzl,2024-09-09 17:45:39+00:00,1083,10751,False,322,461,1229134.0,['AppleEvent'],3086,False,False,False,False,True,False,False,False,False,False,False,Positive,iphone
5198,Alamin,the iphone 16 is launching soon it will be apples biggest upgrade here are 7 features you cant believe https:tcowuzdifmtcs,2024-08-18 16:02:37+00:00,3161,32533,False,711,1063,24573109.0,[],1099,False,True,False,False,True,False,False,False,False,False,False,Positive,iphone
5199,Apple Hub,the iphone 16 and iphone 16 plus still feature a 60hz display does this matter to you https:tcogqqy5hrtti,2024-10-05 07:33:42+00:00,352,8836,False,101,762,718263.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Positive,60
5200,Benzinga,apples latest earnings report is making waves heres what analysts are saying: betterthanexpected results: despite concerns over iphone and china analysts are optimistic about apples future key highlights: strong growth in services ai potential and iphone 16 https:tcoyirm7tdewy,2025-01-31 22:14:00+00:00,2,8,False,0,1,6545.0,[],2825,False,True,False,False,True,False,True,False,False,False,False,Positive,analysts
5201,𝑴𝒂𝒌𝒂𝒗𝒆𝒍𝒊 ,used iphone 16 available 128gb2400000 battery100 exchange allowed https:tco1qdqm66xk1,2024-09-12 05:53:47+00:00,92,685,False,41,192,74994.0,[],851,False,False,False,False,False,False,False,False,False,False,False,Negative,1
5202,Arun Maini,iphone 16 is official apparently designed from the ground up for apple intelligence appleevent https:tcom1nir6obbi,2024-09-09 17:44:08+00:00,88,3639,False,8,63,161905.0,['AppleEvent'],442,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
5203,Apple Hub,iphone 1616 plus rumors so far same 61 and 67 sizes 60hz display action button new capture button a18 chip 8gb ram vertical camera layout wifi 6e exclusive ondevice ai features would you buy one https:tcocxfronta0k,2024-02-09 16:31:06+00:00,365,5111,False,135,358,542270.0,[],152,False,True,False,False,False,False,False,False,False,False,False,Neutral,iphone
5204,شیخ,apple is planning to introduced iphone 16 in september 2024 with improved featuresthe rumors features are :larger 63 and 69 sizes for pro new capture button action button for all iphone 16 models faster aseries chip vertical camera buttons for standard models https:tcogrmexrnqvo,2024-04-08 10:47:39+00:00,96,201,False,0,77,5641.0,[],7053,False,True,False,False,False,False,False,False,False,False,False,Negative,iphone
5205,Marques Brownlee,iphone 16 new colors with aluminum finish action button new 3nm a18 chip with 2x faster neural engine camera control capacitive slider https:tconqn7ah6wsz,2024-09-09 17:47:23+00:00,3479,61042,False,1345,1353,7320764.0,[],481,False,False,False,False,False,False,False,False,False,False,False,Negative,iphone
